GEOID,district
08031031831,7
08031031832,7
08031031833,7
08031031834,7
08031031835,7
08031031836,3
08031031837,3
08031031838,3
08031031839,3
08031031840,3
08031031841,7
08031031842,7
08031031843,7
08031031844,7
08031031845,7
08031031846,7
08031031847,7
08031031848,7
08031031849,7
08031031850,7
08031031851,7
08031031852,7
08031031853,7
08031031854,7
08031031855,3
08031031901,7
08031031902,7
08031031903,7
08031031904,7
08031031905,7
08031031906,7
08031031907,7
08031031908,7
08031031909,7
08031031910,7
08031031911,7
08031031912,7
08031031913,7
08031031914,7
08031031915,7
08031031916,7
08031031917,7
08031031918,7
08031031919,7
08031031920,7
08031031921,7
08031031922,7
08031031923,7
08031031924,7
08031031925,7
08031031926,1
08031031927,1
08031031928,1
08031031929,7
08031031930,7
08031031931,1
08031031932,1
08031031933,1
08031031934,1
08031031935,1
08031031936,1
08031031937,1
08031031938,1
08033033001,6
08033033002,6
08033033003,6
08033033004,6
08035035101,1
08035035102,1
08035035103,1
08035035104,1
08035035105,5
08035035106,5
08035035107,5
08035035108,1
08035035109,1
08035035110,5
08035035111,1
08035035112,1
08035035113,1
08035035114,1
08035035115,1
08035035116,1
08035035117,1
08035035201,1
08035035202,1
08035035203,1
08035035204,1
08035035205,1
08035035206,1
08035035207,1
08035035208,1
08035035209,1
08035035210,1
08035035211,1
08035035212,1
08035035213,1
08035035214,1
08035035215,1
08035035216,1
08035035217,1
08035035218,1
08035035219,1
08035035220,1
08035035221,1
08035035222,1
08035035223,1
08035035224,1
08035035225,1
08035035226,1
08035035227,1
08035035228,1
08035035229,1
08035035230,1
08035035231,1
08035035232,1
08035035233,1
08035035234,1
08035035235,1
08035035236,1
08035035237,1
08035035238,1
08035035239,1
08035035240,1
08035035241,1
08035035242,1
08035035243,1
08035035244,1
08035035245,1
08035035246,1
08035035247,1
08035035248,1
08035035249,1
08035035250,1
08035035251,1
08035035252,1
08035035253,1
08035035254,1
08035035255,1
08035035256,1
08035035257,1
08035035258,1
08035035259,5
08035035260,5
08035035261,5
08035035262,5
08035035263,5
08035035264,1
08035035265,1
08035035266,1
08035035301,7
08035035302,5
08035035303,7
08035035304,7
08035035305,5
08035035306,5
08035035307,5
08035035308,7
08035035309,5
08035035310,5
08035035311,7
08035035312,5
08035035313,7
08035035314,5
08035035315,5
08035035316,5
08035035317,5
08035035318,5
08035035319,5
08035035320,5
08035035321,5
08035035322,5
08035035323,5
08035035324,5
08035035325,5
08035035326,5
08035035327,5
08035035328,5
08035035329,5
08035035330,5
08035035331,5
08035035332,5
08035035333,5
08035035334,5
08035035335,5
08035035336,5
08035035337,1
08035035338,5
08035035339,5
08035035340,5
08035035341,5
08035035342,5
08035035343,1
08035035344,5
08035035345,5
08035035346,5
08035035347,1
08035035348,1
08035035349,5
08035035350,7
08035035351,7
08035035352,5
08035035353,5
08035035354,5
08035035401,5
08035035402,5
08035035403,5
08035035404,5
08035035405,5
08035035406,5
08035035501,1
08035035502,1
08035035503,5
08035035504,5
08035035505,5
08035035506,5
08035035507,5
08035035508,5
08035035509,5
08035035510,5
08035035511,5
08035035512,8
08037037001,4
08037037002,4
08037037003,4
08037037004,4
08037037005,4
08037037006,4
08037037007,4
08037037008,4
08037037009,4
08037037010,6
08037037011,4
08037037012,4
08037037013,4
08037037014,4
08037037015,4
08037037016,4
08037037017,4
08037037018,4
08037037019,4
08037037020,4
08037037021,4
08037037022,4
08037037023,4
08037037024,4
08037037025,4
08037037026,4
08037037027,4
08037037028,4
08037037029,4
08037037030,4
08039039001,8
08039039002,5
08039039003,8
08039039004,8
08039039005,5
08039039006,5
08039039007,5
08039039008,5
08039039009,5
08039039010,5
08039039011,8
08039039012,5
08039039013,8
08039039014,8
08039039015,8
08041041101,8
08041041102,8
08041041103,8
08041041104,8
08041041105,8
08041041106,8
08041041107,8
08041041108,8
08041041109,8
08041041110,8
08041041111,8
08041041112,8
08041041113,8
08041041114,8
08041041115,8
08041041116,8
08041041117,8
08041041118,8
08041041119,8
08041041120,8
08041041121,8
08041041122,8
08041041123,8
08041041124,8
08041041125,8
08041041126,8
08041041127,8
08041041128,8
08041041129,8
08041041130,8
08041041131,4
08041041132,4
08041041133,8
08041041134,8
08041041135,8
08041041136,8
08041041137,8
08041041138,8
08041041139,8
08041041140,8
08041041141,8
08041041142,8
08041041143,8
08041041144,8
08041041145,8
08041041146,8
08041041147,8
08041041148,8
08041041149,8
08041041150,8
08041041151,8
08041041152,8
08041041153,8
08041041154,8
08041041155,8
08041041156,8
08041041157,8
08041041158,8
08041041159,8
08041041160,8
08041041161,8
08041041162,8
08041041163,8
08041041164,8
08041041165,8
08041041166,8
08041041167,8
08041041168,8
08041041169,8
08041041170,8
08041041171,8
08041041172,8
08041041173,4
08041041174,4
08041041175,4
08041041176,8
08041041177,8
08041041178,4
08041041179,4
08041041180,4
08041041181,4
08041041182,4
08041041183,4
08041041184,8
08041041185,4
08041041186,4
08041041187,4
08041041188,4
08041041189,8
08041041190,4
08041041191,8
08041041192,8
08041041193,8
08041041194,8
08041041195,8
08041041196,8
08041041197,4
08041041198,4
08041041199,4
08041041200,8
08041041201,8
08041041202,8
08041041203,8
08041041204,8
08041041205,8
08041041206,8
08041041207,8
08041041208,8
08041041209,8
08041041210,8
08041041211,8
08041041212,8
08041041213,8
08041041214,8
08041041215,8
08041041216,8
08041041217,8
08041041218,8
08041041219,8
08041041220,8
08041041221,8
08041041222,8
08041041223,8
08041041224,8
08041041225,8
08041041226,8
08041041230,8
08041041231,8
08041041232,8
08041041233,8
08041041234,8
08041041235,8
08041041236,8
08041041237,8
08041041238,8
08041041239,8
08041041240,8
08041041241,8
08041041242,8
08041041243,8
08041041244,8
08041041245,8
08041041246,8
08041041247,8
08041041301,8
08041041302,5
08041041303,8
08041041304,8
08041041310,5
08041041311,8
08041041312,8
08041041313,8
08041041314,8
08041041315,8
08041041316,8
08041041317,8
08041041318,8
08041041319,8
08041041320,8
08041041321,8
08041041322,8
08041041401,8
08041041402,8
08041041403,8
08041041404,8
08041041405,8
08041041406,8
08041041407,8
08041041408,8
08041041409,8
08041041410,8
08041041411,8
08041041412,8
08041041413,8
08041041414,8
08041041415,8
08041041416,8
08041041417,8
08041041418,8
08041041419,8
08041041420,8
08041041421,8
08041041422,8
08041041423,8
08041041440,8
08041041441,8
08041041442,8
08041041443,8
08041041444,8
08041041445,8
08041041446,8
08041041447,8
08041041448,8
08041041449,8
08041041450,8
08041041451,8
08041041452,8
08041041453,8
08041041454,8
08041041500,8
08041041501,8
08041041502,8
08041041520,8
08041041521,8
08041041522,8
08041041523,8
08041041524,8
08041041525,8
08041041554,8
08041041560,8
08041041601,4
08041041602,4
08041041603,8
08041041604,8
08041041605,4
08041041606,8
08041041610,4
08041041611,4
08041041612,4
08041041613,4
08041041614,4
08041041615,4
08041041616,4
08041041619,8
08041041620,8
08041041621,4
08041041622,4
08041041623,8
08041041624,4
08041041625,4
08041041626,8
08041041627,8
08041041630,4
08041041631,4
08041041632,4
08041041633,4
08041041634,4
08041041635,4
08041041636,4
08041041637,4
08041041638,4
08041041639,4
08041041640,4
08041041641,4
08041041642,8
08041041643,4
08041041644,4
08041041650,8
08041041651,8
08041041652,8
08041041653,8
08041041721,8
08041041722,8
08041041723,8
08041041724,8
08041041725,8
08041041726,8
08041041727,8
08041041728,8
08041041729,8
08041041730,8
08041041740,8
08041041741,8
08041041742,8
08041041743,8
08041041744,8
08041041745,8
08041041800,4
08041041801,4
08041041802,4
08041041803,4
08041041804,8
08041041805,4
08041041806,8
08041041807,8
08041041808,4
08041041828,8
08041041839,8
08041041901,4
08043043001,4
08043043002,4
08043043003,4
08043043004,4
08043043005,4
08043043006,4
08043043007,4
08043043008,4
08043043009,4
08043043010,4
08043043011,4
08043043012,4
08043043013,4
08043043014,4
08043043015,4
08043043016,4
08043043017,4
08043043018,4
08043043019,4
08043043020,4
08043043021,4
08043043022,4
08043043023,4
08043043024,4
08043043025,4
08043043026,4
08043043027,4
08043043028,4
08043043029,4
08043043030,4
08045045001,4
08045045002,4
08045045003,4
08045045004,4
08045045005,4
08045045006,4
08045045007,4
08045045008,4
08045045009,4
08045045010,4
08045045011,4
08045045012,4
08045045013,6
08045045014,4
08045045015,6
08045045016,6
08045045017,6
08045045018,6
08045045019,6
08045045020,6
08045045021,6
08045045022,6
08045045023,6
08045045024,6
08045045025,6
08045045026,6
08045045027,6
08047047001,5
08047047002,5
08047047003,6
08047047004,5
08047047005,6
08047047006,5
08049049001,6
08049049002,6
08049049003,6
08049049004,6
08049049005,6
08049049006,4
08049049007,4
08049049008,4
08049049009,4
08049049010,6
08049049011,6
08049049012,6
08051051001,4
08051051002,4
08051051003,4
08051051004,4
08051051005,4
08051051006,4
08051051007,4
08051051008,4
08051051009,4
08051051010,4
08051051011,4
08051051012,4
08051051013,4
08051051014,4
08051051015,4
08053027001,4
08055055001,4
08055055002,4
08055055003,4
08055055004,4
08055055005,4
08055055006,4
08055055007,4
08055055008,4
08055055009,4
08055055010,4
08055055011,4
08057057001,6
08057057002,6
08057057003,6
08057057004,6
08057057005,6
08059059001,1
08059059002,1
08059059003,1
08059059004,1
08059059005,1
08059059006,1
08059059007,1
08059059008,1
08059059009,1
08059059010,1
08059059011,1
08059059012,1
08059059013,1
08059059014,1
08059059015,1
08059059016,1
08059059017,1
08059059018,1
08059059019,1
08059059020,1
08059059021,1
08059059022,1
08059059023,1
08059059024,1
08059059025,1
08059059026,1
08059059027,1
08059059028,1
08059059029,1
08059059030,1
08059059031,1
08059059032,1
08059059033,1
08059059034,1
08059059035,1
08059059036,6
08059059037,5
